

*******************************************************************************
Ephemeris / WWW_USER Thu Feb 17 09:01:41 2022 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Voyager 1 (spacecraft) (-31)    {source: Voyager_1}
Center body name: Earth (399)                     {source: Voyager_1}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1977-Sep-06 00:00:00.0000 UT      
Stop  time      : A.D. 2030-Dec-31 00:00:00.0000 UT      
Step-size       : 14400 minutes
*******************************************************************************
Target pole/equ : No model available
Target radii    : (unavailable)                                                
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: Voyager_1}
Rel. light bend : Sun, EARTH                      {source: Voyager_1}
Rel. lght bnd GM: 1.3271E+11, 3.9860E+05 km^3/s^2                              
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
EOP file        : eop.220215.p220511                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2022-FEB-15. PREDICTS-> 2022-MAY-10
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),
************************************************
$$SOE
 2012-Oct-22 00:00, , ,   257.02882,   12.02263,
 2012-Nov-01 00:00, , ,   257.09303,   11.98695,
 2012-Nov-11 00:00, , ,   257.16602,   11.95686,
 2012-Nov-21 00:00, , ,   257.24584,   11.93332,
 2012-Dec-01 00:00, , ,   257.33017,   11.91705,
 2012-Dec-11 00:00, , ,   257.41668,   11.90854,
 2012-Dec-21 00:00, , ,   257.50290,   11.90812,
 2012-Dec-31 00:00, , ,   257.58628,   11.91579,
 2013-Jan-10 00:00, , ,   257.66451,   11.93132,
 2013-Jan-20 00:00, , ,   257.73528,   11.95429,
 2013-Jan-30 00:00, , ,   257.79656,   11.98395,
 2013-Feb-09 00:00, , ,   257.84672,   12.01942,
 2013-Feb-19 00:00, , ,   257.88430,   12.05963,
 2013-Mar-01 00:00, , ,   257.90838,   12.10330,
 2013-Mar-11 00:00, , ,   257.91846,   12.14914,
 2013-Mar-21 00:00, , ,   257.91434,   12.19575,
 2013-Mar-31 00:00, , ,   257.89645,   12.24171,
 2013-Apr-10 00:00, , ,   257.86550,   12.28570,
 2013-Apr-20 00:00, , ,   257.82258,   12.32640,
 2013-Apr-30 00:00, , ,   257.76924,   12.36262,
 2013-May-10 00:00, , ,   257.70718,   12.39337,
 2013-May-20 00:00, , ,   257.63840,   12.41775,
 2013-May-30 00:00, , ,   257.56512,   12.43511,
 2013-Jun-09 00:00, , ,   257.48952,   12.44500,
 2013-Jun-19 00:00, , ,   257.41398,   12.44716,
 2013-Jun-29 00:00, , ,   257.34080,   12.44160,
 2013-Jul-09 00:00, , ,   257.27212,   12.42850,
 2013-Jul-19 00:00, , ,   257.21007,   12.40825,
 2013-Jul-29 00:00, , ,   257.15652,   12.38149,
 2013-Aug-08 00:00, , ,   257.11304,   12.34898,
 2013-Aug-18 00:00, , ,   257.08109,   12.31165,
 2013-Aug-28 00:00, , ,   257.06162,   12.27062,
 2013-Sep-07 00:00, , ,   257.05533,   12.22701,
 2013-Sep-17 00:00, , ,   257.06260,   12.18211,
 2013-Sep-27 00:00, , ,   257.08328,   12.13723,
 2013-Oct-07 00:00, , ,   257.11700,   12.09363,
 2013-Oct-17 00:00, , ,   257.16294,   12.05264,
 2013-Oct-27 00:00, , ,   257.21985,   12.01544,
 2013-Nov-06 00:00, , ,   257.28629,   11.98315,
 2013-Nov-16 00:00, , ,   257.36043,   11.95678,
 2013-Nov-26 00:00, , ,   257.44015,   11.93711,
 2013-Dec-06 00:00, , ,   257.52330,   11.92475,
 2013-Dec-16 00:00, , ,   257.60743,   11.92014,
 2013-Dec-26 00:00, , ,   257.69013,   11.92340,
 2014-Jan-05 00:00, , ,   257.76908,   11.93446,
 2014-Jan-15 00:00, , ,   257.84189,   11.95302,
 2014-Jan-25 00:00, , ,   257.90656,   11.97847,
 2014-Feb-04 00:00, , ,   257.96124,   12.01007,
 2014-Feb-14 00:00, , ,   258.00435,   12.04684,
 2014-Feb-24 00:00, , ,   258.03484,   12.08763,
 2014-Mar-06 00:00, , ,   258.05190,   12.13124,
 2014-Mar-16 00:00, , ,   258.05519,   12.17630,
 2014-Mar-26 00:00, , ,   258.04488,   12.22146,
 2014-Apr-05 00:00, , ,   258.02140,   12.26540,
 2014-Apr-15 00:00, , ,   257.98568,   12.30678,
 2014-Apr-25 00:00, , ,   257.93903,   12.34442,
 2014-May-05 00:00, , ,   257.88292,   12.37724,
 2014-May-15 00:00, , ,   257.81925,   12.40429,
 2014-May-25 00:00, , ,   257.75003,   12.42485,
 2014-Jun-04 00:00, , ,   257.67736,   12.43835,
 2014-Jun-14 00:00, , ,   257.60355,   12.44444,
 2014-Jun-24 00:00, , ,   257.53080,   12.44301,
 2014-Jul-04 00:00, , ,   257.46129,   12.43411,
 2014-Jul-14 00:00, , ,   257.39718,   12.41805,
 2014-Jul-24 00:00, , ,   257.34032,   12.39532,
 2014-Aug-03 00:00, , ,   257.29246,   12.36655,
 2014-Aug-13 00:00, , ,   257.25512,   12.33263,
 2014-Aug-23 00:00, , ,   257.22938,   12.29450,
 2014-Sep-02 00:00, , ,   257.21618,   12.25325,
 2014-Sep-12 00:00, , ,   257.21601,   12.21010,
 2014-Sep-22 00:00, , ,   257.22896,   12.16627,
 2014-Oct-02 00:00, , ,   257.25490,   12.12302,
 2014-Oct-12 00:00, , ,   257.29315,   12.08165,
 2014-Oct-22 00:00, , ,   257.34278,   12.04334,
 2014-Nov-01 00:00, , ,   257.40252,   12.00925,
 2014-Nov-11 00:00, , ,   257.47070,   11.98042,
 2014-Nov-21 00:00, , ,   257.54547,   11.95770,
 2014-Dec-01 00:00, , ,   257.62476,   11.94184,
 2014-Dec-11 00:00, , ,   257.70624,   11.93330,
 2014-Dec-21 00:00, , ,   257.78765,   11.93237,
 2014-Dec-31 00:00, , ,   257.86661,   11.93913,
 2015-Jan-10 00:00, , ,   257.94079,   11.95335,
 2015-Jan-20 00:00, , ,   258.00814,   11.97462,
 2015-Jan-30 00:00, , ,   258.06666,   12.00230,
 2015-Feb-09 00:00, , ,   258.11471,   12.03551,
 2015-Feb-19 00:00, , ,   258.15104,   12.07325,
 2015-Mar-01 00:00, , ,   258.17461,   12.11438,
 2015-Mar-11 00:00, , ,   258.18494,   12.15760,
 2015-Mar-21 00:00, , ,   258.18193,   12.20165,
 2015-Mar-31 00:00, , ,   258.16577,   12.24517,
 2015-Apr-10 00:00, , ,   258.13725,   12.28687,
 2015-Apr-20 00:00, , ,   258.09734,   12.32556,
 2015-Apr-30 00:00, , ,   258.04740,   12.36008,
 2015-May-10 00:00, , ,   257.98915,   12.38946,
 2015-May-20 00:00, , ,   257.92437,   12.41289,
 2015-May-30 00:00, , ,   257.85513,   12.42970,
 2015-Jun-09 00:00, , ,   257.78360,   12.43948,
 2015-Jun-19 00:00, , ,   257.71189,   12.44198,
 2015-Jun-29 00:00, , ,   257.64223,   12.43715,
 2015-Jul-09 00:00, , ,   257.57671,   12.42518,
 2015-Jul-19 00:00, , ,   257.51724,   12.40644,
 2015-Jul-29 00:00, , ,   257.46569,   12.38147,
 2015-Aug-08 00:00, , ,   257.42358,   12.35103,
 2015-Aug-18 00:00, , ,   257.39219,   12.31596,
 2015-Aug-28 00:00, , ,   257.37261,   12.27729,
 2015-Sep-07 00:00, , ,   257.36544,   12.23613,
 2015-Sep-17 00:00, , ,   257.37105,   12.19365,
 2015-Sep-27 00:00, , ,   257.38945,   12.15109,
 2015-Oct-07 00:00, , ,   257.42018,   12.10969,
 2015-Oct-17 00:00, , ,   257.46257,   12.07065,
 2015-Oct-27 00:00, , ,   257.51550,   12.03515,
 2015-Nov-06 00:00, , ,   257.57753,   12.00423,
 2015-Nov-16 00:00, , ,   257.64704,   11.97884,
 2015-Nov-26 00:00, , ,   257.72202,   11.95978,
 2015-Dec-06 00:00, , ,   257.80037,   11.94761,
 2015-Dec-16 00:00, , ,   257.87989,   11.94275,
 2015-Dec-26 00:00, , ,   257.95821,   11.94537,
 2016-Jan-05 00:00, , ,   258.03312,   11.95537,
 2016-Jan-15 00:00, , ,   258.10245,   11.97251,
 2016-Jan-25 00:00, , ,   258.16414,   11.99623,
 2016-Feb-04 00:00, , ,   258.21651,   12.02580,
 2016-Feb-14 00:00, , ,   258.25807,   12.06035,
 2016-Feb-24 00:00, , ,   258.28767,   12.09878,
 2016-Mar-05 00:00, , ,   258.30464,   12.13992,
 2016-Mar-15 00:00, , ,   258.30858,   12.18254,
 2016-Mar-25 00:00, , ,   258.29958,   12.22532,
 2016-Apr-04 00:00, , ,   258.27813,   12.26701,
 2016-Apr-14 00:00, , ,   258.24499,   12.30637,
 2016-Apr-24 00:00, , ,   258.20138,   12.34223,
 2016-May-04 00:00, , ,   258.14876,   12.37359,
 2016-May-14 00:00, , ,   258.08877,   12.39956,
 2016-May-24 00:00, , ,   258.02341,   12.41940,
 2016-Jun-03 00:00, , ,   257.95464,   12.43261,
 2016-Jun-13 00:00, , ,   257.88456,   12.43881,
 2016-Jun-23 00:00, , ,   257.81537,   12.43788,
 2016-Jul-03 00:00, , ,   257.74907,   12.42989,
 2016-Jul-13 00:00, , ,   257.68768,   12.41508,
 2016-Jul-23 00:00, , ,   257.63308,   12.39392,
 2016-Aug-02 00:00, , ,   257.58683,   12.36701,
 2016-Aug-12 00:00, , ,   257.55042,   12.33513,
 2016-Aug-22 00:00, , ,   257.52497,   12.29922,
 2016-Sep-01 00:00, , ,   257.51129,   12.26028,
 2016-Sep-11 00:00, , ,   257.50995,   12.21943,
 2016-Sep-21 00:00, , ,   257.52109,   12.17788,
 2016-Oct-01 00:00, , ,   257.54450,   12.13679,
 2016-Oct-11 00:00, , ,   257.57972,   12.09738,
 2016-Oct-21 00:00, , ,   257.62578,   12.06084,
 2016-Oct-31 00:00, , ,   257.68153,   12.02820,
 2016-Nov-10 00:00, , ,   257.74548,   12.00050,
 2016-Nov-20 00:00, , ,   257.81578,   11.97857,
 2016-Nov-30 00:00, , ,   257.89055,   11.96307,
 2016-Dec-10 00:00, , ,   257.96760,   11.95453,
 2016-Dec-20 00:00, , ,   258.04470,   11.95319,
 2016-Dec-30 00:00, , ,   258.11969,   11.95914,
 2017-Jan-09 00:00, , ,   258.19032,   11.97221,
 2017-Jan-19 00:00, , ,   258.25455,   11.99198,
 2017-Jan-29 00:00, , ,   258.31060,   12.01787,
 2017-Feb-08 00:00, , ,   258.35680,   12.04908,
 2017-Feb-18 00:00, , ,   258.39193,   12.08464,
 2017-Feb-28 00:00, , ,   258.41509,   12.12347,
 2017-Mar-10 00:00, , ,   258.42565,   12.16438,
 2017-Mar-20 00:00, , ,   258.42357,   12.20612,
 2017-Mar-30 00:00, , ,   258.40905,   12.24746,
 2017-Apr-09 00:00, , ,   258.38266,   12.28714,
 2017-Apr-19 00:00, , ,   258.34545,   12.32400,
 2017-Apr-29 00:00, , ,   258.29863,   12.35701,
 2017-May-09 00:00, , ,   258.24375,   12.38518,
 2017-May-19 00:00, , ,   258.18261,   12.40775,
 2017-May-29 00:00, , ,   258.11704,   12.42411,
 2017-Jun-08 00:00, , ,   258.04914,   12.43378,
 2017-Jun-18 00:00, , ,   257.98096,   12.43658,
 2017-Jun-28 00:00, , ,   257.91450,   12.43243,
 2017-Jul-08 00:00, , ,   257.85183,   12.42148,
 2017-Jul-18 00:00, , ,   257.79478,   12.40410,
 2017-Jul-28 00:00, , ,   257.74504,   12.38076,
 2017-Aug-07 00:00, , ,   257.70420,   12.35217,
 2017-Aug-17 00:00, , ,   257.67343,   12.31915,
 2017-Aug-27 00:00, , ,   257.65376,   12.28263,
 2017-Sep-06 00:00, , ,   257.64588,   12.24367,
 2017-Sep-16 00:00, , ,   257.65007,   12.20340,
 2017-Sep-26 00:00, , ,   257.66642,   12.16295,
 2017-Oct-06 00:00, , ,   257.69457,   12.12354,
 2017-Oct-16 00:00, , ,   257.73380,   12.08629,
 2017-Oct-26 00:00, , ,   257.78318,   12.05232,
 2017-Nov-05 00:00, , ,   257.84132,   12.02266,
 2017-Nov-15 00:00, , ,   257.90665,   11.99819,
 2017-Nov-25 00:00, , ,   257.97740,   11.97968,
 2017-Dec-05 00:00, , ,   258.05148,   11.96772,
 2017-Dec-15 00:00, , ,   258.12681,   11.96266,
 2017-Dec-25 00:00, , ,   258.20123,   11.96471,
 2018-Jan-04 00:00, , ,   258.27252,   11.97381,
 2018-Jan-14 00:00, , ,   258.33867,   11.98967,
 2018-Jan-24 00:00, , ,   258.39773,   12.01185,
 2018-Feb-03 00:00, , ,   258.44799,   12.03963,
 2018-Feb-13 00:00, , ,   258.48812,   12.07217,
 2018-Feb-23 00:00, , ,   258.51695,   12.10849,
 2018-Mar-05 00:00, , ,   258.53379,   12.14744,
 2018-Mar-15 00:00, , ,   258.53833,   12.18786,
 2018-Mar-25 00:00, , ,   258.53053,   12.22853,
 2018-Apr-04 00:00, , ,   258.51084,   12.26820,
 2018-Apr-14 00:00, , ,   258.48005,   12.30574,
 2018-Apr-24 00:00, , ,   258.43916,   12.34004,
 2018-May-04 00:00, , ,   258.38963,   12.37009,
 2018-May-14 00:00, , ,   258.33302,   12.39509,
 2018-May-24 00:00, , ,   258.27109,   12.41431,
 2018-Jun-03 00:00, , ,   258.20583,   12.42723,
 2018-Jun-13 00:00, , ,   258.13917,   12.43355,
 2018-Jun-23 00:00, , ,   258.07315,   12.43309,
 2018-Jul-03 00:00, , ,   258.00979,   12.42591,
 2018-Jul-13 00:00, , ,   257.95090,   12.41225,
 2018-Jul-23 00:00, , ,   257.89831,   12.39250,
 2018-Aug-02 00:00, , ,   257.85359,   12.36726,
 2018-Aug-12 00:00, , ,   257.81806,   12.33725,
 2018-Aug-22 00:00, , ,   257.79290,   12.30333,
 2018-Sep-01 00:00, , ,   257.77889,   12.26649,
 2018-Sep-11 00:00, , ,   257.77652,   12.22775,
 2018-Sep-21 00:00, , ,   257.78606,   12.18825,
 2018-Oct-01 00:00, , ,   257.80728,   12.14915,
 2018-Oct-11 00:00, , ,   257.83974,   12.11155,
 2018-Oct-21 00:00, , ,   257.88266,   12.07659,
 2018-Oct-31 00:00, , ,   257.93485,   12.04532,
 2018-Nov-10 00:00, , ,   257.99495,   12.01865,
 2018-Nov-20 00:00, , ,   258.06128,   11.99744,
 2018-Nov-30 00:00, , ,   258.13195,   11.98232,
 2018-Dec-10 00:00, , ,   258.20499,   11.97378,
 2018-Dec-20 00:00, , ,   258.27825,   11.97211,
 2018-Dec-30 00:00, , ,   258.34960,   11.97735,
 2019-Jan-09 00:00, , ,   258.41702,   11.98938,
 2019-Jan-19 00:00, , ,   258.47847,   12.00784,
 2019-Jan-29 00:00, , ,   258.53222,   12.03214,
 2019-Feb-08 00:00, , ,   258.57676,   12.06155,
 2019-Feb-18 00:00, , ,   258.61080,   12.09517,
 2019-Feb-28 00:00, , ,   258.63351,   12.13195,
 2019-Mar-10 00:00, , ,   258.64432,   12.17078,
 2019-Mar-20 00:00, , ,   258.64303,   12.21047,
 2019-Mar-30 00:00, , ,   258.62993,   12.24983,
 2019-Apr-09 00:00, , ,   258.60550,   12.28771,
 2019-Apr-19 00:00, , ,   258.57066,   12.32296,
 2019-Apr-29 00:00, , ,   258.52664,   12.35458,
 2019-May-09 00:00, , ,   258.47482,   12.38169,
 2019-May-19 00:00, , ,   258.41690,   12.40348,
 2019-May-29 00:00, , ,   258.35469,   12.41941,
 2019-Jun-08 00:00, , ,   258.29006,   12.42903,
 2019-Jun-18 00:00, , ,   258.22503,   12.43208,
 2019-Jun-28 00:00, , ,   258.16152,   12.42856,
 2019-Jul-08 00:00, , ,   258.10141,   12.41854,
 2019-Jul-18 00:00, , ,   258.04656,   12.40237,
 2019-Jul-28 00:00, , ,   257.99854,   12.38053,
 2019-Aug-07 00:00, , ,   257.95883,   12.35362,
 2019-Aug-17 00:00, , ,   257.92867,   12.32244,
 2019-Aug-27 00:00, , ,   257.90896,   12.28790,
 2019-Sep-06 00:00, , ,   257.90043,   12.25094,
 2019-Sep-16 00:00, , ,   257.90342,   12.21266,
 2019-Sep-26 00:00, , ,   257.91793,   12.17416,
 2019-Oct-06 00:00, , ,   257.94374,   12.13654,
 2019-Oct-16 00:00, , ,   257.98018,   12.10095,
 2019-Oct-26 00:00, , ,   258.02630,   12.06839,
 2019-Nov-05 00:00, , ,   258.08095,   12.03987,
 2019-Nov-15 00:00, , ,   258.14255,   12.01626,
 2019-Nov-25 00:00, , ,   258.20941,   11.99827,
 2019-Dec-05 00:00, , ,   258.27966,   11.98649,
 2019-Dec-15 00:00, , ,   258.35121,   11.98129,
 2019-Dec-25 00:00, , ,   258.42205,   11.98283,
 2020-Jan-04 00:00, , ,   258.49009,   11.99111,
 2020-Jan-14 00:00, , ,   258.55332,   12.00586,
 2020-Jan-24 00:00, , ,   258.60997,   12.02664,
 2020-Feb-03 00:00, , ,   258.65835,   12.05283,
 2020-Feb-13 00:00, , ,   258.69711,   12.08359,
 2020-Feb-23 00:00, , ,   258.72525,   12.11800,
 2020-Mar-04 00:00, , ,   258.74196,   12.15500,
 2020-Mar-14 00:00, , ,   258.74696,   12.19343,
 2020-Mar-24 00:00, , ,   258.74024,   12.23218,
 2020-Apr-03 00:00, , ,   258.72213,   12.27007,
 2020-Apr-13 00:00, , ,   258.69339,   12.30595,
 2020-Apr-23 00:00, , ,   258.65500,   12.33883,
 2020-May-03 00:00, , ,   258.60821,   12.36773,
 2020-May-13 00:00, , ,   258.55462,   12.39183,
 2020-May-23 00:00, , ,   258.49583,   12.41050,
 2020-Jun-02 00:00, , ,   258.43370,   12.42318,
 2020-Jun-12 00:00, , ,   258.37015,   12.42958,
 2020-Jun-22 00:00, , ,   258.30703,   12.42956,
 2020-Jul-02 00:00, , ,   258.24628,   12.42311,
 2020-Jul-12 00:00, , ,   258.18971,   12.41048,
 2020-Jul-22 00:00, , ,   258.13896,   12.39203,
 2020-Aug-01 00:00, , ,   258.09562,   12.36829,
 2020-Aug-11 00:00, , ,   258.06095,   12.33999,
 2020-Aug-21 00:00, , ,   258.03603,   12.30789,
 2020-Aug-31 00:00, , ,   258.02173,   12.27292,
 2020-Sep-10 00:00, , ,   258.01848,   12.23612,
 2020-Sep-20 00:00, , ,   258.02654,   12.19849,
 2020-Sep-30 00:00, , ,   258.04582,   12.16117,
 2020-Oct-10 00:00, , ,   258.07582,   12.12524,
 2020-Oct-20 00:00, , ,   258.11585,   12.09173,
 2020-Oct-30 00:00, , ,   258.16485,   12.06169,
 2020-Nov-09 00:00, , ,   258.22145,   12.03600,
 2020-Nov-19 00:00, , ,   258.28415,   12.01543,
 2020-Nov-29 00:00, , ,   258.35114,   12.00067,
 2020-Dec-09 00:00, , ,   258.42049,   11.99215,
 2020-Dec-19 00:00, , ,   258.49025,   11.99016,
 2020-Dec-29 00:00, , ,   258.55832,   11.99480,
 2021-Jan-08 00:00, , ,   258.62275,   12.00589,
 2021-Jan-18 00:00, , ,   258.68167,   12.02315,
 2021-Jan-28 00:00, , ,   258.73332,   12.04603,
 2021-Feb-07 00:00, , ,   258.77629,   12.07381,
 2021-Feb-17 00:00, , ,   258.80936,   12.10567,
 2021-Feb-27 00:00, , ,   258.83162,   12.14060,
 2021-Mar-09 00:00, , ,   258.84259,   12.17754,
 2021-Mar-19 00:00, , ,   258.84205,   12.21538,
 2021-Mar-29 00:00, , ,   258.83016,   12.25296,
 2021-Apr-08 00:00, , ,   258.80749,   12.28918,
 2021-Apr-18 00:00, , ,   258.77481,   12.32299,
 2021-Apr-28 00:00, , ,   258.73327,   12.35337,
 2021-May-08 00:00, , ,   258.68424,   12.37949,
 2021-May-18 00:00, , ,   258.62922,   12.40061,
 2021-May-28 00:00, , ,   258.57001,   12.41614,
 2021-Jun-07 00:00, , ,   258.50839,   12.42569,
 2021-Jun-17 00:00, , ,   258.44618,   12.42901,
 2021-Jun-27 00:00, , ,   258.38533,   12.42601,
 2021-Jul-07 00:00, , ,   258.32759,   12.41686,
 2021-Jul-17 00:00, , ,   258.27468,   12.40179,
 2021-Jul-27 00:00, , ,   258.22824,   12.38128,
 2021-Aug-06 00:00, , ,   258.18958,   12.35592,
 2021-Aug-16 00:00, , ,   258.15994,   12.32641,
 2021-Aug-26 00:00, , ,   258.14025,   12.29363,
 2021-Sep-05 00:00, , ,   258.13113,   12.25851,
 2021-Sep-15 00:00, , ,   258.13301,   12.22203,
 2021-Sep-25 00:00, , ,   258.14591,   12.18529,
 2021-Oct-05 00:00, , ,   258.16957,   12.14933,
 2021-Oct-15 00:00, , ,   258.20348,   12.11520,
 2021-Oct-25 00:00, , ,   258.24670,   12.08395,
 2021-Nov-04 00:00, , ,   258.29812,   12.05647,
 2021-Nov-14 00:00, , ,   258.35634,   12.03363,
 2021-Nov-24 00:00, , ,   258.41967,   12.01615,
 2021-Dec-04 00:00, , ,   258.48638,   12.00453,
 2021-Dec-14 00:00, , ,   258.55451,   11.99919,
 2021-Dec-24 00:00, , ,   258.62205,   12.00030,
 2022-Jan-03 00:00, , ,   258.68709,   12.00781,
 2022-Jan-13 00:00, , ,   258.74768,   12.02156,
 2022-Jan-23 00:00, , ,   258.80206,   12.04108,
 2022-Feb-02 00:00, , ,   258.84870,   12.06579,
 2022-Feb-12 00:00, , ,   258.88622,   12.09495,
 2022-Feb-22 00:00, , ,   258.91363,   12.12761,
 2022-Mar-04 00:00, , ,   258.93023,   12.16281,
 2022-Mar-14 00:00, , ,   258.93562,   12.19947,
 2022-Mar-24 00:00, , ,   258.92982,   12.23646,
 2022-Apr-03 00:00, , ,   258.91315,   12.27271,
 2022-Apr-13 00:00, , ,   258.88623,   12.30712,
 2022-Apr-23 00:00, , ,   258.85006,   12.33868,
 2022-May-03 00:00, , ,   258.80579,   12.36653,
 2022-May-13 00:00, , ,   258.75487,   12.38982,
 2022-May-23 00:00, , ,   258.69895,   12.40795,
 2022-Jun-02 00:00, , ,   258.63966,   12.42043,
 2022-Jun-12 00:00, , ,   258.57887,   12.42690,
 2022-Jun-22 00:00, , ,   258.51842,   12.42725,
 2022-Jul-02 00:00, , ,   258.46004,   12.42148,
 2022-Jul-12 00:00, , ,   258.40555,   12.40975,
 2022-Jul-22 00:00, , ,   258.35652,   12.39248,
 2022-Aug-01 00:00, , ,   258.31441,   12.37011,
 2022-Aug-11 00:00, , ,   258.28054,   12.34332,
 2022-Aug-21 00:00, , ,   258.25590,   12.31288,
 2022-Aug-31 00:00, , ,   258.24130,   12.27963,
 2022-Sep-10 00:00, , ,   258.23730,   12.24455,
 2022-Sep-20 00:00, , ,   258.24405,   12.20865,
 2022-Sep-30 00:00, , ,   258.26152,   12.17294,
 2022-Oct-10 00:00, , ,   258.28933,   12.13851,
 2022-Oct-20 00:00, , ,   258.32672,   12.10635,
 2022-Oct-30 00:00, , ,   258.37280,   12.07740,
 2022-Nov-09 00:00, , ,   258.42626,   12.05259,
 2022-Nov-19 00:00, , ,   258.48562,   12.03264,
 2022-Nov-29 00:00, , ,   258.54925,   12.01817,
 2022-Dec-09 00:00, , ,   258.61526,   12.00968,
 2022-Dec-19 00:00, , ,   258.68176,   12.00740,
 2022-Dec-29 00:00, , ,   258.74685,   12.01145,
 2023-Jan-08 00:00, , ,   258.80854,   12.02171,
 2023-Jan-18 00:00, , ,   258.86509,   12.03786,
 2023-Jan-28 00:00, , ,   258.91485,   12.05943,
 2023-Feb-07 00:00, , ,   258.95634,   12.08573,
 2023-Feb-17 00:00, , ,   258.98848,   12.11596,
 2023-Feb-27 00:00, , ,   259.01034,   12.14921,
 2023-Mar-09 00:00, , ,   259.02140,   12.18442,
 2023-Mar-19 00:00, , ,   259.02151,   12.22054,
 2023-Mar-29 00:00, , ,   259.01074,   12.25651,
 2023-Apr-08 00:00, , ,   258.98961,   12.29121,
 2023-Apr-18 00:00, , ,   258.95889,   12.32367,
 2023-Apr-28 00:00, , ,   258.91959,   12.35292,
 2023-May-08 00:00, , ,   258.87304,   12.37812,
 2023-May-18 00:00, , ,   258.82071,   12.39861,
 2023-May-28 00:00, , ,   258.76419,   12.41377,
 2023-Jun-07 00:00, , ,   258.70528,   12.42323,
 2023-Jun-17 00:00, , ,   258.64570,   12.42676,
 2023-Jun-27 00:00, , ,   258.58723,   12.42426,
 2023-Jul-07 00:00, , ,   258.53167,   12.41584,
 2023-Jul-17 00:00, , ,   258.48059,   12.40178,
 2023-Jul-27 00:00, , ,   258.43555,   12.38246,
 2023-Aug-06 00:00, , ,   258.39792,   12.35848,
 2023-Aug-16 00:00, , ,   258.36877,   12.33049,
 2023-Aug-26 00:00, , ,   258.34910,   12.29931,
 2023-Sep-05 00:00, , ,   258.33952,   12.26584,
 2023-Sep-15 00:00, , ,   258.34039,   12.23101,
 2023-Sep-25 00:00, , ,   258.35185,   12.19585,
 2023-Oct-05 00:00, , ,   258.37361,   12.16139,
 2023-Oct-15 00:00, , ,   258.40519,   12.12861,
 2023-Oct-25 00:00, , ,   258.44580,   12.09852,
 2023-Nov-04 00:00, , ,   258.49431,   12.07200,
 2023-Nov-14 00:00, , ,   258.54942,   12.04986,
 2023-Nov-24 00:00, , ,   258.60959,   12.03280,
 2023-Dec-04 00:00, , ,   258.67305,   12.02135,
 2023-Dec-14 00:00, , ,   258.73804,   12.01586,
 2023-Dec-24 00:00, , ,   258.80261,   12.01656,
 2024-Jan-03 00:00, , ,   258.86487,   12.02340,
 2024-Jan-13 00:00, , ,   258.92305,   12.03619,
 2024-Jan-23 00:00, , ,   258.97538,   12.05456,
 2024-Feb-02 00:00, , ,   259.02037,   12.07791,
 2024-Feb-12 00:00, , ,   259.05677,   12.10556,
 2024-Feb-22 00:00, , ,   259.08351,   12.13664,
 2024-Mar-03 00:00, , ,   259.09996,   12.17018,
 2024-Mar-13 00:00, , ,   259.10573,   12.20518,
 2024-Mar-23 00:00, , ,   259.10075,   12.24057,
 2024-Apr-02 00:00, , ,   259.08537,   12.27528,
 2024-Apr-12 00:00, , ,   259.06015,   12.30831,
 2024-Apr-22 00:00, , ,   259.02597,   12.33867,
 2024-May-02 00:00, , ,   258.98402,   12.36551,
 2024-May-12 00:00, , ,   258.93559,   12.38807,
 2024-May-22 00:00, , ,   258.88223,   12.40569,
 2024-Jun-01 00:00, , ,   258.82560,   12.41794,
 2024-Jun-11 00:00, , ,   258.76736,   12.42448,
 2024-Jun-21 00:00, , ,   258.70932,   12.42513,
 2024-Jul-01 00:00, , ,   258.65319,   12.41995,
 2024-Jul-11 00:00, , ,   258.60059,   12.40906,
 2024-Jul-21 00:00, , ,   258.55315,   12.39281,
 2024-Jul-31 00:00, , ,   258.51223,   12.37170,
 2024-Aug-10 00:00, , ,   258.47908,   12.34628,
 2024-Aug-20 00:00, , ,   258.45474,   12.31732,
 2024-Aug-30 00:00, , ,   258.43993,   12.28564,
 2024-Sep-09 00:00, , ,   258.43522,   12.25212,
 2024-Sep-19 00:00, , ,   258.44084,   12.21777,
 2024-Sep-29 00:00, , ,   258.45670,   12.18355,
 2024-Oct-09 00:00, , ,   258.48250,   12.15046,
